Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1263,50,1,60.036,11250,1,0.67537,1,1,1,1,1,17,1,1,1,3,4,5,1957,1989,1,1,4,4,1,0,1,1,2,1,1,2,1,0,1,0,1104,1104,1,1,1,2,1104,684,0,1788,1,0,1,0,5,1,1,8,2,2,2,1,1957,1,1,304,1,1,1,120,0,0,0,0,0,0.9166,0.98195,0.95029,0,11,2009,1,1,161500
1264,70,1,60,13515,1,2,1,1,1,1,1,11,1,1,1,2,6,6,1919,1950,4,1,4,4,1,0,1,1,1,1,1,1,1,0,1,0,764,764,1,1,1,2,1060,764,0,1824,0,0,1,0,3,1,1,8,1,1,1,2,1940,1,2,520,1,1,2,0,0,126,0,0,0,0.88037,2,1.0434,0,7,2007,1,1,180500
1265,120,4,34,4060,1,2.1934,1,1,1,1,1,1,1,1,2,1,6,5,1998,1999,1,1,3,2,1,0,2,1,1,2,1,1,2,266,1,0,1139,1405,1,1,1,1,1337,0,0,1337,1,0,2,0,2,1,2,5,1,0,0.80539,1,1998,3,2,511,1,1,1,144,68,0,0,0,0,0.7456,1.3498,0.94008,0,8,2008,3,3,181000
1266,160,3,35,3735,1,1.9005,1,1,1,5,1,5,1,1,2,2,7,5,1999,1999,2,1,3,2,2,218,2,1,1,2,1,1,2,450,1,0,241,691,1,1,1,1,713,739,0,1452,1,0,2,1,3,1,2,6,1,0,1.1722,2,1999,1,2,506,1,1,1,0,34,0,0,0,0,0.974,1.3729,1.011,0,3,2006,1,1,183900
1267,190,2,60,10120,1,1.7565,2,2,1,1,1,3,2,1,5,7,7,4,1910,1950,2,1,4,4,1,0,4,1,2,1,1,1,1,0,1,0,925,925,1,2,2,3,964,925,0,1889,0,0,1,1,4,2,1,9,1,1,1,2,1960,1,1,308,1,1,2,0,0,264,0,0,0,0.85206,1,1.1673,0,1,2007,1,1,122000
1268,20,1,89,13214,1,1.2243,2,3,1,1,1,15,1,1,1,1,9,5,2008,2009,2,1,9,6,1,0,3,1,1,3,1,3,1,0,1,0,2002,2002,1,1,1,1,2018,0,0,2018,0,0,2,0,3,1,3,10,1,1,1,1,2009,3,3,746,1,1,1,144,76,0,0,0,0,0.74455,0.35717,1.0872,0,5,2010,1,1,378500
1269,50,1,59.94,14100,1,1.0229,2,1,1,1,2,12,1,1,1,3,8,9,1935,1997,1,1,9,8,2,632,1,2,2,1,1,4,5,192,1,0,536,728,1,1,1,1,1968,1479,0,3447,0,0,3,1,4,1,2,11,1,2,1,3,1982,1,3,1014,1,1,1,314,12,0,0,0,0,0.90246,3,0.73442,0,5,2008,1,1,381000
1270,50,1,78,11344,1,0.96075,1,1,1,1,1,1,2,1,1,3,5,5,1958,1958,1,1,3,2,2,180,1,1,2,1,1,1,4,460,1,0,414,874,2,2,1,2,874,650,0,1524,0,0,1,1,3,1,1,7,1,0,-1.2273,1,1958,1,1,315,1,1,1,0,0,0,0,0,0,1.0286,3,1.111,0,7,2007,1,1,144000
1271,40,1,60.059,23595,1,1.6281,1,4,1,1,3,17,1,1,1,1,7,6,1979,1979,6,4,5,5,1,0,2,1,1,2,1,3,2,1258,1,0,74,1332,1,2,1,1,1332,192,0,1524,2,0,0,1,0,1,2,4,1,1,2,1,1979,3,2,586,1,1,1,268,0,0,0,0,0,0.70258,2.5031,1.0867,0,4,2010,1,1,260000
1272,20,1,59.976,9156,1,0.92322,2,1,1,1,1,9,5,1,1,1,6,7,1968,1968,2,1,7,9,1,0,1,1,2,1,1,1,1,0,1,0,1489,1489,1,3,1,1,1489,0,0,1489,0,0,2,0,3,1,2,7,1,1,1,1,1968,2,2,462,1,1,1,0,0,0,0,0,0,0.98163,1.498,1.2147,0,8,2009,1,1,185750
1273,20,1,59.985,13526,1,0.82377,2,1,1,3,1,8,1,1,1,1,5,6,1965,1965,2,1,2,5,2,114,1,1,2,1,1,1,4,560,3,375,0,935,1,2,1,1,935,0,0,935,1,0,1,0,3,1,1,5,1,0,0.68225,1,1965,1,1,288,1,1,1,180,0,0,0,0,0,1.0936,1,1.0697,0,11,2006,1,1,137000
1274,80,1,124,11512,1,0.77352,2,1,1,2,1,4,1,1,1,4,6,7,1959,2006,1,1,5,5,2,84,1,1,2,1,1,2,3,719,1,0,300,1019,1,3,1,1,1357,0,0,1357,1,0,1,0,2,1,3,5,1,1,1,4,1959,2,1,312,1,1,1,0,0,0,0,163,0,1.0968,2,0.80722,0,5,2008,1,1,177000
1275,50,1,53,5362,1,0.59086,1,1,1,2,1,12,1,1,1,3,5,6,1910,2003,1,1,4,7,1,0,1,1,1,1,1,1,1,0,1,0,661,661,1,1,1,1,661,589,0,1250,0,0,2,0,3,1,1,8,1,1,1,2,1985,1,2,552,1,1,1,242,0,81,0,0,0,1.0807,2.3976,0.8898,0,11,2007,1,1,139000
1276,90,1,95,11345,1,0.85997,1,1,1,2,1,1,2,1,3,2,5,5,1948,1950,1,8,10,10,3,567,1,1,2,1,1,1,5,220,1,0,708,928,1,3,1,2,928,992,0,1920,0,0,2,0,4,2,1,10,1,0,-3.2743,2,1948,1,2,400,1,2,1,0,0,0,0,0,0,0.99036,2.5032,1.3323,0,7,2007,1,1,137000
1277,60,1,59.979,12936,1,0.87266,2,1,1,3,1,9,1,1,1,2,6,6,1972,1972,1,1,2,5,1,0,1,1,2,1,2,1,4,593,1,0,130,723,1,2,1,1,735,660,0,1395,0,1,1,1,3,1,1,6,1,1,2,1,1972,1,2,497,1,1,1,294,116,0,0,0,0,0.82508,2.5431,0.98291,0,12,2009,1,1,162000
1278,80,1,60.005,17871,1,1.0801,2,1,1,3,1,9,1,1,1,4,6,5,1967,1976,1,1,2,3,2,359,1,1,2,2,1,2,3,528,1,0,1152,1680,1,4,1,1,1724,0,0,1724,1,0,1,1,3,1,1,7,1,1,1,1,1967,2,2,480,1,1,1,0,0,0,0,0,0,0.8895,1.8446,1.0453,0,6,2009,1,1,197900
1279,60,1,75,9473,1,1.2022,1,1,1,1,1,2,1,1,1,2,8,5,2002,2002,1,1,1,1,2.1869,-0.002523,2,1,1,2,1,1,2,804,1,0,324,1128,1,1,1,1,1128,903,0,2031,1,0,2,1,3,1,2,7,1,1,1,1,2002,2,2,577,1,1,1,0,211,0,0,0,0,1.1416,0.90181,0.91724,0,3,2008,1,1,237000
1280,50,5,60,7500,1,1.951,1,1,1,1,1,16,1,1,1,3,4,4,1920,1950,1,1,3,2,1,0,1,2,2,1,1,1,1,0,1,0,698,698,1,2,1,2,698,430,0,1128,0,0,1,0,2,1,1,6,1,0,1.4527,2,1980,2,2,528,1,1,1,30,0,164,0,0,0,0.99251,1.9384,0.83601,0,4,2010,3,3,68400
1281,20,1,67,9808,1,1.3056,2,1,1,1,1,2,1,1,1,1,7,5,2002,2002,1,1,1,1,2,110,2,1,1,2,1,1,2,788,1,0,785,1573,1,1,1,1,1573,0,0,1573,1,0,2,0,3,1,2,6,1,0,-0.1592,1,2002,2,2,544,1,1,1,0,72,0,0,0,0,1.0904,-0.34409,0.89984,0,3,2009,1,1,227000
1282,20,1,50,8049,1,1.062,2,1,1,3,1,15,1,1,1,1,7,5,1990,1990,2,1,2,3,2,54,1,1,2,2,1,1,3,1053,1,0,256,1309,1,2,1,1,1339,0,0,1339,1,0,2,0,2,1,1,6,1,1,2,1,1990,3,2,484,3,3,1,0,58,0,0,90,0,1.1401,1.1329,1.0344,0,7,2006,1,1,180000
1283,20,1,61,8800,1,1.1184,2,1,1,1,1,2,1,1,1,1,5,7,1977,2008,1,1,2,3,1,0,1,1,2,2,1,4,6,532,2,144,364,1040,1,2,1,1,1040,0,0,1040,0,0,2,0,3,1,2,5,1,0,0.48406,2,1977,1,2,484,1,1,1,0,0,0,0,288,0,1.354,0.55631,1.1466,0,9,2009,1,1,150500
1284,90,1,94,9400,1,1.4062,1,4,1,2,1,13,1,1,3,2,6,5,1971,1971,5,1,3,7,1,0,1,1,2,1,1,2,1,0,1,0,912,912,1,2,1,1,912,912,0,1824,0,0,2,2,4,2,1,8,1,0,0.97352,0.24822,2005,-2.3655,0,0,0.8597,1.0237,1,128,0,0,0,0,0,0.91505,-0.13393,1.305,0,4,2010,1,1,139000
1285,50,1,50,9638,1,0.88754,1,1,1,1,1,18,2,1,1,3,6,7,1919,1990,1,1,4,7,1,0,1,1,1,1,1,1,1,0,1,0,804,804,1,1,1,1,1699,748,0,2447,0,0,2,0,4,1,2,10,2,1,1,2,1969,1,1,336,1,1,1,272,0,42,0,116,0,1.2433,1.5548,0.96679,0,3,2010,1,1,169000
1286,50,2,50,6000,1,1.2308,1,1,1,1,1,11,1,1,1,3,6,6,1939,1950,1,1,3,2,1,0,1,3,2,1,1,1,1,0,1,0,780,780,1,1,1,3,825,587,0,1412,0,0,1,0,4,1,1,6,1,1,1,2,1939,1,1,280,1,1,1,45,0,0,0,0,0,0.92754,-0.078798,0.8037,0,5,2009,1,1,132500
1287,20,1,59.999,9790,1,0.9732,1,1,1,1,1,9,2,1,1,1,6,5,1963,1963,2,1,2,3,2,451,1,1,2,1,1,1,3,569,2,81,678,1328,1,2,1,1,1328,0,0,1328,1,0,1,1,3,1,1,6,1,2,1,1,1963,1,2,528,1,1,1,0,26,0,0,0,0,1.144,2.3903,1.0606,0,6,2010,1,1,143000
1288,20,1,59.973,36500,1,1.1927,2,4,1,1,2,17,1,1,1,1,5,5,1964,1964,1,1,4,4,4,621,1,2,2,1,1,2,5,812,1,0,812,1624,1,4,1,1,1582,0,0,1582,0,1,2,0,4,1,1,7,1,0,-0.82582,1,1964,1,2,390,1,1,2,168,198,0,0,0,0,1.0293,-2.4334,1.0336,0,6,2006,1,1,190000
1289,120,1,40,5664,1,1.2426,2,1,1,1,1,19,1,1,2,1,8,5,2000,2000,1,1,6,6,1,0,2,1,1,2,1,1,2,1158,1,0,343,1501,1,1,1,1,1659,0,0,1659,1,0,2,0,2,1,3,5,1,1,4,1,2000,3,2,499,1,1,1,212,59,0,0,0,0,0.87233,0.62999,0.87161,0,10,2009,1,1,278000
1290,60,1,86,11065,1,0.85737,2,1,1,1,1,7,1,1,1,2,8,5,2006,2006,1,1,1,1,3,788,2,1,1,2,1,4,1,0,1,0,1085,1085,1,1,1,1,1120,850,0,1970,0,0,2,1,3,1,3,8,1,1,1,3,2006,3,3,753,1,1,1,177,74,0,0,0,0,0.89212,2.3186,0.95777,0,10,2006,2,2,281000
1291,80,1,59.969,14112,1,0.7865,2,1,1,2,1,1,1,1,1,4,5,7,1964,1964,2,1,4,3,2,86,1,1,1,1,1,2,2,1014,1,0,138,1152,1,2,1,1,1152,0,0,1152,1,0,1,0,3,1,1,6,1,1,1,1,1964,2,2,484,1,1,1,227,0,0,0,0,0,0.67398,1.5937,0.88787,0,4,2010,1,1,180500
1292,160,2,21,1680,1,1.3946,1,1,1,1,1,22,1,1,4,2,5,7,1972,1972,1,1,6,6,2,268,1,1,2,1,1,1,3,231,1,0,399,630,1,2,1,1,630,672,0,1302,0,0,2,1,3,1,1,6,1,0,0.26669,2,1972,1,1,264,1,1,1,185,0,0,0,0,0,1.0035,0.5088,1.0419,0,2,2009,1,1,119500
1293,70,2,60,6600,1,1.0148,1,1,1,2,1,3,1,1,1,2,5,4,1892,1965,1,1,4,4,1,0,1,1,5,1,1,1,1,0,1,0,994,994,1,2,2,1,1378,994,0,2372,0,0,2,0,4,2,1,11,2,0,-0.66905,1,1985,2,1,432,1,1,1,0,287,0,0,0,0,0.89746,3.4777,0.98316,0,12,2009,1,1,107500
1294,60,1,78,10140,1,1.0047,1,1,1,1,1,9,1,1,1,2,7,5,1976,1976,1,1,2,3,1,0,1,1,1,2,1,1,2,194,1,0,638,832,1,2,1,1,832,832,0,1664,0,0,2,1,4,1,1,8,1,1,2,1,1976,2,2,528,1,1,1,0,28,0,0,259,0,1.4044,3,1.212,0,3,2006,1,1,162900
1295,20,1,60,8172,1,1.2514,1,1,1,1,1,4,1,1,1,1,5,7,1955,1990,2,1,8,5,1,0,1,1,2,1,1,1,5,167,1,0,697,864,1,2,1,1,864,0,0,864,1,0,1,0,2,1,1,5,1,0,-0.34984,2,1957,1,2,572,1,1,2,0,0,0,0,0,0,0.93494,2.376,0.90649,0,4,2006,1,1,115000
1296,20,1,70,8400,1,0.93243,1,1,1,1,1,1,2,1,1,1,5,5,1968,1968,2,1,2,3,2,168,1,1,2,1,1,2,4,1016,1,0,36,1052,1,3,1,1,1052,0,0,1052,1,0,1,1,3,1,1,5,1,0,0.28017,1,1968,2,1,288,1,1,1,356,0,0,0,0,0,0.98425,3,1.0183,0,11,2006,1,1,138500
1297,20,1,80,8700,1,0.92624,1,1,1,1,1,1,1,1,1,1,5,6,1963,1963,2,1,3,2,2,148,1,2,2,1,1,4,3,776,1,0,344,1120,1,3,1,1,1128,0,0,1128,1,0,2,0,3,1,1,6,1,0,0.36948,1,1963,2,2,525,1,1,1,192,20,123,0,0,0,0.85577,1,0.94144,0,12,2008,1,1,155000
1298,180,2,35,3675,1,1.5753,1,1,1,1,1,4,1,1,2,5,6,5,2005,2006,1,1,1,1,2,82,1,1,1,2,1,3,2,547,1,0,0,547,1,3,1,1,1072,0,0,1072,1,0,2,0,2,1,1,5,1,0,0.182,4,2005,3,2,525,1,1,1,0,44,0,0,0,0,0.88011,1.1169,0.94321,0,6,2006,2,2,140000
1299,60,1,313,63887,1,0.74686,4,2,1,2,1,4,2,1,1,2,10,5,2008,2008,2,7,9,8,3,796,3,1,1,3,1,3,2,5644,1,0,466,6110,1,1,1,1,4692,950,0,5642,2,0,2,1,3,1,3,12,1,3,1,1,2008,3,2,1418,1,1,1,214,292,0,0,0,480,1,1.1488,2.1796,0,1,2008,2,2,160000
1300,20,1,75,7500,1,0.99231,1,1,1,1,1,1,1,1,1,1,5,7,1959,1994,2,1,7,9,1,0,1,1,2,1,1,1,6,340,2,906,0,1246,1,1,1,1,1246,0,0,1246,1,0,1,1,3,1,2,6,1,0,-0.36708,1,1959,2,1,305,1,1,1,218,0,0,0,0,0,1.1359,2,1.2136,0,5,2010,1,1,154000
1301,60,1,60.013,10762,1,1.0741,2,1,1,3,1,6,1,1,1,2,7,5,1999,1999,1,1,1,1,1,344,2,1,1,2,1,1,2,694,1,0,284,978,1,1,1,1,1005,978,0,1983,0,0,2,1,3,1,2,9,1,1,2,1,1999,3,2,490,1,1,1,0,0,0,0,0,0,1.0412,2.7262,1.152,0,5,2009,1,1,225000
1302,70,1,59.998,7500,1,0.82549,2,2,1,1,1,12,1,1,1,2,6,7,1942,1950,1,1,4,4,1,0,1,1,2,1,1,1,4,547,1,0,224,771,1,4,1,1,753,741,0,1494,0,0,1,0,3,1,2,7,1,2,1,1,1942,1,1,213,1,1,3,0,0,0,0,224,0,1.34,1.8683,1.3169,0,11,2009,1,1,177500
1303,60,1,92,10120,1,1.1119,1,1,1,1,1,14,1,1,1,2,8,5,1994,1994,2,1,1,1,2,391,2,1,1,2,1,1,2,740,1,0,425,1165,1,1,1,1,1203,1323,0,2526,1,0,2,1,4,1,2,8,1,1,2,1,1994,2,3,844,1,1,1,309,78,0,0,0,0,1.0256,1.0787,0.92421,0,12,2006,1,1,290000
1304,20,1,73,8688,1,1.2793,1,1,1,1,1,5,1,1,1,1,7,5,2005,2005,1,1,1,1,2,228,2,1,1,2,1,2,1,0,1,0,1616,1616,1,1,1,1,1616,0,0,1616,0,0,2,0,3,1,2,7,1,0,-0.29225,1,2005,2,3,834,1,1,1,208,59,0,0,0,0,0.98408,0.73879,0.92197,0,4,2006,1,1,232000
1305,160,2,32,3363,1,1.4853,1,1,1,1,1,4,1,1,2,2,7,5,2004,2004,1,1,1,1,3,117,2,1,1,2,1,1,1,0,1,0,976,976,1,1,1,1,976,732,0,1708,0,0,2,0,3,1,2,7,5,0,0.017935,2,2004,1,2,380,1,1,1,0,40,0,0,0,0,1.0037,1.2643,1.011,0,4,2006,1,1,130000
1306,20,1,108,13173,1,0.77044,2,1,1,2,1,7,1,1,1,1,9,5,2006,2007,2,1,1,1,3,300,2,1,1,3,1,1,2,1572,1,0,80,1652,1,1,1,1,1652,0,0,1652,1,0,2,0,2,1,3,6,1,2,4,1,2006,3,2,840,1,1,1,404,102,0,0,0,0,0.94858,0.82369,0.77577,0,11,2009,1,1,325000
1307,120,1,48,6955,1,1.121,2,1,1,1,1,7,1,1,2,1,7,5,2005,2006,1,1,1,1,3,94,2,1,1,2,1,1,1,0,1,0,1368,1368,1,1,1,1,1368,0,0,1368,0,0,2,0,2,1,2,6,1,1,1,1,2005,2,2,474,1,1,1,132,35,0,0,0,0,0.93384,0.81477,1.0067,0,9,2006,2,2,202500
1308,20,1,60,8072,1,1.169,1,1,1,1,1,2,1,1,1,1,5,5,1994,1995,1,1,1,1,1,0,1,2,1,2,2,1,3,746,1,0,244,990,1,1,1,1,990,0,0,990,1,0,1,0,3,1,1,5,1,0,1.4387,2,2000,1,2,480,1,1,1,0,64,0,0,0,0,1.0286,0.2697,0.93047,0,5,2009,1,1,138000
1309,20,2,100,12000,1,0.97545,1,1,1,1,1,3,1,1,1,1,5,7,1948,2005,1,1,3,2,1,0,1,1,2,1,1,1,2,144,5,608,172,924,1,1,1,1,1122,0,0,1122,1,0,1,0,2,1,2,6,1,0,-0.5284,1,1948,1,2,528,1,1,1,0,36,0,0,0,0,1.3105,3,0.95279,0,5,2008,1,1,147000
1310,20,1,60.041,7153,1,0.94662,1,1,1,1,1,10,1,1,1,1,6,5,1991,1991,1,1,2,3,2,88,1,1,2,2,1,1,2,1200,1,0,78,1278,1,3,1,1,1294,0,0,1294,1,0,2,0,3,1,2,6,1,0,0.055947,1,1991,2,2,496,1,1,1,112,51,0,0,0,0,1.2051,3,1.0547,0,6,2008,1,1,179200
1311,20,1,100,17500,1,0.8865,1,1,1,1,1,12,7,1,1,1,7,8,1959,2002,1,1,7,3,1,0,2,2,1,2,1,2,2,1406,1,0,496,1902,1,2,1,1,1902,0,0,1902,1,0,2,0,3,1,3,7,1,2,2,1,1959,3,2,567,1,1,1,0,207,162,0,0,0,0.98471,1.0568,0.8919,0,5,2010,1,1,335000
1312,20,1,68,8814,1,1.2038,1,1,1,1,1,2,1,1,1,1,7,5,2005,2007,1,1,1,1,2,80,2,1,1,2,1,1,2,925,1,0,349,1274,1,1,1,1,1274,0,0,1274,1,0,2,0,3,1,2,6,1,0,0.14646,1,2005,2,2,508,1,1,1,264,98,0,0,0,0,1.0588,0.34778,0.85677,0,1,2007,2,2,203000
1313,60,1,59.949,9572,1,1.0876,2,1,1,1,1,14,1,1,1,2,8,5,1990,1990,1,1,4,4,2,336,2,1,1,3,1,1,2,482,1,0,971,1453,1,1,1,1,1453,1357,0,2810,0,0,2,1,4,1,2,9,1,1,4,1,1990,2,2,750,3,3,1,500,0,0,0,0,0,0.9624,-0.52823,0.91933,0,6,2007,1,1,302000
1314,60,1,108,14774,1,0.91668,2,1,1,2,1,14,1,1,1,2,9,5,1999,1999,1,1,1,1,2,165,2,1,1,2,1,1,1,0,1,0,1393,1393,1,1,1,1,1422,1177,0,2599,0,0,2,1,4,1,2,10,1,1,2,3,1999,3,3,779,1,1,1,668,30,0,0,0,0,0.91554,1.4736,0.80009,0,5,2010,1,1,333168
1315,20,1,60,8190,1,0.90519,1,1,1,1,1,4,1,1,1,1,4,6,1954,1954,2,1,4,4,1,0,1,1,2,1,1,1,5,732,1,0,216,948,1,1,1,1,948,0,0,948,1,0,1,0,3,1,1,5,1,1,2,2,1956,1,1,280,1,1,1,0,36,0,0,0,0,0.84064,1.8587,0.98717,0,10,2007,1,1,119000
1316,60,1,85,11075,1,0.61161,1,1,1,1,1,1,1,1,1,2,6,5,1969,1969,1,1,2,3,1,0,1,1,2,4,1,4,3,500,3,276,176,952,1,2,1,1,1092,1020,0,2112,0,0,2,1,4,1,1,9,1,2,1,1,1969,1,2,576,1,1,1,280,0,0,0,0,0,1.1358,1.191,1.1152,0,6,2008,1,1,206900
1317,20,1,61,10226,1,1.0555,2,1,1,1,1,2,1,1,1,1,8,5,2008,2008,1,1,1,1,3,270,2,1,1,3,1,3,1,0,1,0,1622,1622,1,1,1,1,1630,0,0,1630,1,0,2,0,3,1,3,8,1,1,1,1,2008,2,3,860,1,1,1,172,42,0,0,0,0,1.0715,0.14432,1.0163,0,1,2009,1,1,295493
1318,120,3,47,4230,1,2,1,1,1,2,1,5,1,1,2,1,7,5,2006,2007,1,1,1,1,1,0,2,1,1,3,2,1,1,0,1,0,1352,1352,1,1,1,1,1352,0,0,1352,0,0,2,0,2,1,2,5,1,1,1,1,2006,2,2,466,1,1,1,0,241,0,0,0,0,0.79196,0.46631,0.92988,0,4,2007,2,2,208900
1319,20,1,59.976,14781,1,1.2258,3,1,1,3,1,2,1,1,1,1,8,5,2001,2002,2,1,1,1,2,178,2,1,1,2,1,3,1,0,1,0,1753,1753,1,1,1,1,1787,0,0,1787,0,0,2,0,3,1,2,7,1,1,2,1,2001,2,3,748,1,1,1,198,150,0,0,0,0,0.72534,0.95419,0.87616,0,8,2006,1,1,275000
1320,20,1,75,10215,1,1.0475,1,2,1,1,1,4,1,1,1,1,4,5,1954,1954,2,1,4,4,2,132,1,1,1,1,1,1,3,492,1,0,372,864,1,1,1,1,948,0,0,948,0,0,1,0,3,1,1,5,1,0,-0.29324,1,1954,1,1,248,1,1,1,0,0,0,0,0,0,1.0129,0.10779,0.93905,0,2,2007,1,1,111000
1321,20,1,70,8400,1,0.98107,1,1,1,1,1,1,1,1,1,1,6,3,1957,1957,2,1,7,9,1,0,1,1,2,1,1,1,3,189,2,661,628,1478,1,3,1,1,1478,0,0,1478,1,0,1,1,3,1,1,6,1,2,1,1,1957,2,2,442,1,1,1,114,0,0,0,216,0,1.5302,2.1374,1.293,0,6,2009,1,1,156500
1322,20,1,59.977,6627,1,0.76143,2,1,1,2,1,11,2,1,1,1,3,6,1949,1950,2,1,1,1,1,0,1,1,2,4.5954,1.6688,0.82436,1.3454,0,-1.9769,0,0,0,6,2,2,1,720,0,0,720,0,0,1,0,2,1,1,4,1,0,1.2968,2,1955,1,1,287,1,2,1,0,0,0,0,0,0,0.90732,-0.91218,1.1409,0,7,2008,1,1,72500
1323,60,1,107,10186,1,0.85429,2,1,1,1,1,14,1,1,1,2,7,5,1992,1992,1,1,2,3,1,0,2,1,1,2,1,1,2,674,1,0,76,750,1,1,1,1,1061,862,0,1923,1,0,2,1,3,1,2,8,1,1,2,1,1992,2,2,564,1,1,1,240,39,0,0,0,0,1.0451,1.5676,0.97256,0,6,2010,1,1,190000
1324,30,1,50,5330,1,1.1062,1,3,1,1,1,11,1,1,1,1,4,7,1940,1950,2,1,1,1,1,0,4,1,2,1,1,1,6,280,1,0,140,420,1,3,1,1,708,0,0,708,0,0,1,0,2,1,4,5,1,0,0.011233,2.0049,2005.1,1.744,0,0,1.1242,1.2296,1,164,0,0,0,0,0,0.95847,2.305,1.3128,0,12,2009,1,1,82500
1325,20,1,75,9986,1,1.3113,1,1,1,1,1,5,1,1,1,1,8,5,2006,2007,1,1,1,1,2,428,2,1,1,3,1,2,1,0,1,0,1795,1795,1,1,1,1,1795,0,0,1795,0,0,2,0,2,1,2,7,1,1,1,1,2007,2,3,895,1,1,1,0,49,0,0,0,0,0.99622,1.1642,0.93297,0,2,2007,2,2,147000
1326,30,2,40,3636,1,1.2517,1,1,1,1,1,16,1,1,1,1,4,4,1922,1950,1,1,10,10,1,0,1,1,3,1,3,1,1,0,1,0,796,796,1,4,2,1,796,0,0,796,0,0,1,0,2,1,1,5,1,0,1.0978,0.83206,2005,2.3614,0,0,1.292,1.3165,2,0,0,100,0,0,0,1.169,1,0.95582,0,1,2008,1,1,55000
1327,30,4,70,4270,1,1.9091,1,2,1,1,2,4,1,1,1,1,3,6,1931,2006,1,1,3,2,1,0,1,1,3,1,1,1,5,544,1,0,0,544,1,1,1,1,774,0,0,774,0,0,1,0,3,1,2,6,1,0,2.1997,0.82079,2004.9,0.62107,0,0,0.88493,0.91035,1,0,0,286,0,0,0,1.1056,1.0569,0.96565,0,5,2007,1,1,79000
1328,20,1,60,6600,1,0.88411,1,1,1,1,1,13,1,1,1,1,5,9,1982,2008,1,1,1,1,1,0,2,2,2,1,1,1,3,641,1,0,175,816,1,1,1,1,816,0,0,816,0,1,1,0,3,1,2,5,1,1,4,1,1982,1,1,264,1,1,1,0,0,0,0,0,0,0.94469,1,0.96189,0,10,2008,1,1,130500
1329,50,2,60,10440,1,1,1,1,1,2,1,3,1,1,1,3,6,7,1920,1950,1,1,7,4,1,0,2,2,3,2,1,1,6,493,1,0,1017,1510,2,1,1,1,1584,1208,0,2792,0,0,2,0,5,1,1,8,4,2,2,2,1920,1,2,520,2,1,1,0,547,0,0,480,0,1.0266,1,1,1150,6,2008,1,1,256000
1330,60,1,63,9084,1,1.1986,2,1,1,1,1,6,1,1,1,2,7,5,1998,1998,2,1,1,1,1,0,1,1,1,2,1,1,1,0,1,0,935,935,1,3,1,1,955,677,0,1632,0,0,2,1,3,1,1,8,1,1,2,1,1998,3,2,462,1,1,1,0,28,0,0,0,0,1.0608,1.915,1.1653,0,6,2006,1,1,176500
1331,20,1,85,10000,1,1.11,1,1,1,1,1,5,1,1,1,1,8,5,2006,2006,2,1,1,1,3,410,2,1,1,2,2,2,1,0,1,0,1588,1588,1,1,1,1,1588,0,0,1588,0,0,2,0,3,1,2,7,1,1,1,1,2006,2,3,825,1,1,1,144,45,0,0,0,0,0.95336,0.97115,0.96587,0,12,2007,1,1,227000
1332,80,1,55,10780,1,1.1264,2,1,1,1,1,2,1,1,1,4,5,5,1976,1976,1,1,3,2,1,0,1,1,2,1,1,2,3,483,1,0,428,911,1,3,1,1,954,0,0,954,0,0,1,0,3,1,1,6,1,0,0.84716,2,1976,1,2,576,1,1,1,0,0,0,0,0,0,0.85499,1.5718,1.0292,0,7,2006,1,1,132500
1333,20,1,67,8877,1,0.76651,1,1,1,1,2,4,1,1,1,1,4,6,1938,1958,1,1,3,2,1,0,1,1,2,1,1,4,3,690,1,0,126,816,1,1,1,1,816,0,0,816,1,0,1,0,2,1,1,3,1,1,1,2,1958,1,1,288,2,2,1,0,0,0,0,0,0,0.92878,1.6342,0.69342,0,5,2009,1,1,100000
1334,50,2,60,7200,1,1.3187,1,1,1,2,1,16,1,1,1,3,5,6,1938,1995,1,1,4,4,1,0,1,1,2,1,1,1,1,0,1,0,803,803,1,1,1,1,803,557,0,1360,0,0,1,1,2,1,2,6,1,0,-0.26053,2,1951,1,1,297,1,1,1,0,65,190,0,0,0,1.0116,1,0.86704,0,7,2006,1,1,125500
