Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
2627,120,1,30,3701,1,1.2709,2,1,1,1,1,17,1,1,2,1,8,5,1987,1987,1,1,3,3,1,0,1,1,2,2,1,1,2,0,1,0,1191,1191,1,2,1,1,1204,0,0,1204,0,0,2,0,2,1,1,5,1,0,0.73115,1,1987,2,2,461,1,1,1,120,70,0,0,0,0,0.98975,2.3854,1.0606,0,8,2006,1,1
2628,60,1,59,16023,1,0.93966,2,2,1,3,1,17,1,1,1,2,9,5,2005,2006,2,1,1,1,2,600,2,4,1,3,1,3,1,1218,1,0,180,1398,1,1,1,1,1414,1384,0,2798,1,0,3,1,3,1,3,11,1,1,1,3,2005,3,3,670,1,1,1,182,37,0,0,0,0,1.0037,2.0784,0.78472,0,3,2006,2,2
2629,60,1,60,18062,1,0.93523,2,2,1,3,1,17,1,1,1,2,10,5,2006,2006,2,1,6,6,2,662,3,1,1,3,1,3,2,0,1,0,1528,1528,1,1,1,1,1528,1862,0,3390,0,0,3,1,5,1,3,10,1,1,5,3,2006,3,3,758,1,1,1,204,34,0,0,0,0,0.99022,-0.2469,0.77508,0,9,2006,2,2
2630,60,1,63,12292,1,1.0024,2,2,1,3,1,17,1,1,1,2,9,5,2006,2006,2,1,1,1,2,184,2,1,1,3,3,3,1,205,1,0,889,1094,1,1,1,1,1102,1371,0,2473,0,0,2,1,4,1,2,11,1,1,1,3,2006,3,3,675,1,1,1,246,39,0,0,0,0,1.0315,1.0372,0.97447,0,7,2006,2,2
2631,60,1,82,16052,1,0.92517,2,1,1,3,1,17,1,1,1,2,10,5,2006,2006,2,1,1,1,3,734,3,1,1,3,1,1,1,1206,1,0,644,1850,1,1,1,1,1850,848,0,2698,1,0,2,1,4,1,3,11,1,1,1,1,2006,2,3,736,1,1,1,250,0,0,0,0,0,0.99463,0.64522,0.86274,0,7,2006,2,2
2632,60,1,92,15922,1,1.1776,2,2,1,2,1,17,1,1,1,2,9,5,2005,2006,2,1,1,1,2,550,2,1,1,3,1,2,2,0,1,0,1390,1390,1,1,1,1,1390,1405,0,2795,0,0,3,1,4,1,3,10,1,1,1,3,2005,3,3,660,1,1,1,272,102,0,0,0,0,0.99424,0.02337,0.90094,0,1,2006,2,2
2633,120,1,60,8147,1,1.1081,1,2,1,1,1,17,1,1,2,1,9,5,2005,2005,2,1,2,2,2,230,2,1,1,3,1,3,1,1191,1,0,523,1714,1,1,1,1,1714,0,0,1714,1,0,2,0,2,1,2,7,1,1,1,1,2005,3,2,517,1,1,1,156,55,0,0,0,0,0.98535,1.0763,0.92358,0,8,2006,1,1
2634,20,1,90,18261,1,1.1732,2,2,1,1,1,17,1,1,1,1,9,5,2005,2005,2,1,1,1,2,420,3,1,1,3,1,3,1,1416,1,0,494,1910,1,1,1,1,2000,0,0,2000,1,0,2,1,3,1,3,8,1,2,1,1,2005,1,3,722,1,1,1,351,102,0,0,123,0,0.97671,1.2354,1.0526,0,9,2006,1,1
2635,85,1,60.034,10464,1,0.82322,2,1,1,5,1,11,1,1,1,5,6,6,1980,1980,1,1,3,3,2,130,1,1,2,2,1,2,1,850,1,0,138,988,1,2,1,1,1102,0,0,1102,1,0,1,0,2,1,1,5,1,1,2,1,1980,2,2,582,1,1,1,140,22,0,0,0,0,1.0201,1.8788,0.87821,0,6,2006,1,1
2636,60,1,81,10530,1,0.82649,1,1,1,1,1,11,7,1,1,2,7,5,1978,1978,1,1,5,5,2,68,1,1,2,1,1,1,2,0,1,0,945,945,1,2,1,1,945,912,0,1857,0,0,2,1,4,1,1,8,1,1,2,1,1978,2,2,482,1,1,1,400,105,0,0,0,0,1.0349,2,0.95463,0,7,2006,1,1
2637,85,1,60.012,9927,1,1.109,2,1,1,1,1,11,1,1,1,5,7,5,1976,1976,1,1,1,7,3,252,2,1,2,3,1,3,1,1005,1,0,42,1047,1,2,1,1,1083,0,0,1083,1,0,1,0,2,1,1,5,1,1,3,1,1976,2,2,596,1,1,1,444,0,40,0,0,0,1.0144,1.9695,0.96645,0,7,2006,1,1
2638,60,3,75,9512,1,1.6759,2,1,1,1,1,4,4,1,1,2,7,5,2005,2006,1,1,1,1,1,0,2,1,1,2,1,1,3,788,1,0,172,960,1,1,1,1,960,1358,0,2318,1,0,2,1,3,1,2,8,1,1,5,3,2005,3,2,541,1,1,1,0,246,0,0,0,0,0.99025,0.53783,1.0532,0,6,2006,2,2
2639,80,1,81,10530,1,0.91382,1,1,1,1,1,11,1,1,1,4,6,6,1975,2000,1,1,5,5,2,248,1,1,2,1,2,1,3,548,1,0,127,675,1,2,1,1,1109,766,0,1875,0,0,3,0,3,1,2,8,1,1,2,1,1975,2,2,485,1,1,1,48,28,0,0,0,0,0.99961,1.3817,0.97117,0,6,2006,1,1
2640,20,1,80,10000,1,1.0665,1,1,1,1,1,11,1,1,1,1,6,6,1974,1974,1,1,3,5,2,176,1,1,2,1,1,1,3,755,1,0,348,1103,1,2,1,1,1103,0,0,1103,0,0,2,0,3,1,1,6,1,0,0.13977,1,1974,1,2,462,1,1,1,295,84,0,0,0,0,1.0099,3,1.0668,0,6,2006,1,1
2641,20,1,60,7200,1,1.2244,1,1,1,1,1,1,1,1,1,1,4,4,1971,1971,1,1,3,3,1,0,1,1,2,1,1,1,4,20,3,620,224,864,1,2,1,1,874,0,0,874,0,1,1,0,3,1,1,5,1,0,1.5684,2,1995,1,2,576,1,1,1,63,0,0,0,0,0,1.0142,1.5597,0.99403,0,3,2006,1,1
2642,120,5,26,8773,1,2.0638,3,1,1,4,1,1,1,1,2,1,6,5,2002,2002,1,1,2,2,1,0,2,1,1,2,1,1,1,951,1,0,536,1487,1,1,1,1,1419,0,0,1419,1,0,2,0,2,1,2,4,1,0,1.0316,1,2002,3,2,543,1,1,1,196,68,0,0,0,0,0.97924,-1.1256,1.0281,0,9,2006,1,1
2643,160,2,24,2760,1,1.3423,1,1,1,1,1,21,1,1,2,2,6,5,1973,1973,1,1,3,3,2,514,1,1,2,1,1,1,2,0,1,0,525,525,1,2,1,1,525,567,0,1092,0,0,1,1,3,1,1,6,1,0,1.8772,2,1973,1,2,440,1,1,1,0,0,0,0,0,0,1.0175,1.2143,1.0448,0,12,2006,1,1
2644,160,2,24,2160,1,1.2032,1,1,1,1,1,21,1,1,2,2,5,6,1973,1973,1,1,3,3,2,200,1,1,2,1,1,1,6,402,1,0,363,765,1,3,1,1,765,600,0,1365,0,0,1,1,3,1,2,7,3,1,3,1,1973,1,2,440,1,1,1,0,36,0,0,0,0,1.0465,0.26742,1.0137,0,6,2006,1,1
2645,160,2,21,1890,1,1.436,1,1,1,1,1,21,1,1,4,2,6,7,1972,1972,1,1,3,3,2,380,1,1,2,1,1,1,3,282,1,0,212,494,1,1,1,1,494,536,0,1030,0,0,1,1,3,1,1,6,1,0,0.20048,2,1973,1,1,264,1,1,1,0,0,0,0,0,0,1.0184,1.663,1.0805,0,7,2006,1,1
2646,160,2,21,1680,1,1.4282,1,1,1,1,1,21,1,1,4,2,6,5,1972,1972,1,1,3,3,2,504,1,1,2,1,1,1,3,276,1,0,207,483,1,2,1,1,483,465,0,948,0,0,1,1,2,1,1,5,1,0,0.099831,2,1972,1,1,264,1,1,1,0,0,0,0,0,0,1.0057,1.921,1.0449,0,7,2006,1,1
2647,160,2,21,1680,1,1.1943,1,1,1,1,1,21,1,1,4,2,6,5,1972,1972,1,1,3,3,2,504,1,1,2,1,1,1,5,382,1,0,143,525,1,3,1,1,525,567,0,1092,0,0,1,1,3,1,1,6,1,0,0.35063,2,1972,1,1,264,1,1,1,352,0,0,0,0,0,1.0139,2,1.0538,0,10,2006,1,1
2648,120,1,53,4043,1,1.0297,1,1,1,1,1,22,1,1,2,1,6,5,1975,1975,1,1,5,5,1,0,1,1,2,2,1,1,3,727,4,156,186,1069,1,3,1,1,1069,0,0,1069,0,1,2,0,2,1,1,4,1,1,4,1,1975,2,2,440,1,1,1,0,55,0,0,225,0,0.99671,1.9731,1.2133,0,7,2006,1,1
2649,20,1,65,7514,1,0.64015,1,1,1,1,1,1,1,1,1,1,5,7,1967,1975,2,1,2,2,1,0,1,1,2,1,1,4,3,373,2,108,462,943,1,2,1,1,1387,0,0,1387,1,0,1,0,3,1,1,6,1,1,2,1,1974,2,1,300,1,1,1,0,0,240,0,0,0,0.93852,1.1291,0.86923,0,9,2006,1,1
2650,120,1,24,2280,1,1.2605,1,1,1,4,1,22,1,1,4,1,7,7,1976,1976,1,1,5,11,1,0,1,1,2,1,1,1,3,120,4,492,443,1055,1,2,1,1,1055,0,0,1055,1,0,2,0,2,1,1,4,1,0,-0.4926,1,1976,1,1,319,1,1,1,0,29,0,0,0,0,1.0052,2.3588,0.93065,0,4,2006,1,1
2651,160,1,24,2179,1,1.1581,1,1,1,1,1,22,1,1,4,2,6,5,1976,1976,1,1,5,11,1,0,1,1,2,2,1,1,3,70,1,0,785,855,1,3,1,1,855,601,0,1456,0,0,2,1,3,1,1,6,1,1,2,1,1976,2,2,460,1,1,1,0,28,0,0,0,0,1.0105,2.4406,1.0196,0,7,2006,1,1
2652,60,1,72,16387,1,0.98927,2,1,1,1,1,6,1,1,1,2,9,5,2006,2006,2,1,1,1,3,215,2,1,1,3,3,1,1,1369,1,0,369,1738,1,3,1,1,1738,851,0,2589,1,0,2,1,4,1,3,11,1,1,1,1,2006,2,3,831,1,1,1,0,0,0,0,0,0,1.0088,0.67112,0.87927,0,8,2006,2,2
2653,20,1,110,16163,1,1.0014,1,1,1,2,1,6,1,1,1,1,8,5,2004,2004,1,1,1,1,2,232,2,1,1,2,1,2,2,0,1,0,1618,1618,1,1,1,1,1618,0,0,1618,0,0,2,0,2,1,2,6,1,1,1,1,2004,3,3,880,1,1,1,0,0,0,0,0,0,0.97976,1.9268,1.0012,0,7,2006,1,1
2654,20,1,108,12228,1,0.99965,1,1,1,2,1,6,1,1,1,1,7,5,2006,2006,2,1,1,1,3,206,2,1,1,3,3,1,2,0,1,0,1721,1721,1,1,1,1,1740,0,0,1740,0,0,2,0,4,1,2,8,1,0,0.72201,1,2006,2,3,874,1,1,1,0,43,0,0,0,0,1.0201,0.052521,1.1134,0,9,2006,2,2
2655,20,1,120,14780,1,0.99814,2,2,1,2,2,6,1,1,1,1,9,5,2005,2005,2,1,1,1,2,568,3,1,1,3,1,3,1,1505,1,0,363,1868,1,1,1,1,1868,0,0,1868,1,0,2,0,2,1,3,7,1,1,1,1,2005,3,3,1085,1,1,1,354,56,0,0,156,0,0.9564,0.64226,1.1261,0,6,2006,1,1
2656,60,1,120,13975,1,1.0453,2,1,1,2,1,6,1,1,1,2,9,5,2005,2006,2,1,1,1,2,525,2,1,1,2,1,2,2,0,1,0,1090,1090,1,1,1,1,1117,1089,0,2206,0,0,2,1,4,1,3,10,1,1,1,3,2005,3,3,670,1,1,1,148,95,0,0,0,0,0.99769,0.30381,1.0225,0,8,2006,2,2
2657,60,1,82,9942,1,1.0998,2,1,1,1,1,6,1,1,1,2,9,5,2005,2006,1,1,2,2,2,385,3,1,1,3,3,2,1,1290,1,0,316,1606,1,1,1,1,1625,466,0,2091,1,0,2,1,3,1,3,8,1,1,1,1,2005,2,2,521,1,1,1,194,84,0,0,0,0,0.98464,1.887,0.95161,0,5,2006,2,2
2658,60,1,103,12867,1,0.98801,2,1,1,2,1,6,1,1,1,2,8,5,2005,2006,1,1,6,6,1.1818,0.0020354,2,1,1,3,1,2,2,0,1,0,1209,1209,1,1,1,1,1209,1044,0,2253,0,0,2,1,3,1,3,8,1,1,1,1,2005,3,2,575,1,1,1,243,142,0,0,0,0,0.99274,1.0508,1.0391,0,7,2006,2,2
2659,60,1,82,10672,1,0.8224,2,1,1,1,1,6,1,1,1,2,8,5,2006,2006,1,1,1,1,1,0,2,1,1,3,1,3,2,0,1,0,1054,1054,1,3,1,1,1054,1335,0,2389,0,0,2,1,4,1,2,10,1,1,1,3,2006,3,3,672,1,1,1,176,64,0,0,0,0,1.0031,1.9483,0.96286,0,11,2006,2,2
2660,60,1,82,11643,1,1.0803,2,1,1,1,1,6,1,1,1,2,8,5,2005,2006,2,1,2,2,2,142,2,1,1,3,1,2,1,880,1,0,644,1524,1,1,1,1,1544,814,0,2358,1,0,2,1,4,1,3,10,1,1,1,3,2005,3,3,784,1,1,1,120,34,0,0,0,0,0.99655,0.37333,0.96232,0,8,2006,2,2
2661,20,1,121,13758,1,1.0378,2,1,1,1,1,6,1,1,1,1,9,5,2005,2006,1,1,1,1,2,430,3,1,1,3,1,3,1,1232,1,0,560,1792,1,1,1,1,1792,0,0,1792,1,0,2,0,2,1,2,6,1,1,1,1,2005,2,3,925,1,1,1,204,49,0,0,0,0,0.97119,2.0493,0.98692,0,3,2006,2,2
2662,20,1,131,14828,1,0.85365,2,1,1,2,1,6,1,1,1,1,9,5,2004,2005,2,1,2,2,2,674,3,1,1,3,1,3,1,1383,1,0,397,1780,1,1,1,1,1780,0,0,1780,1,0,2,0,2,1,3,7,1,1,1,1,2004,3,3,816,1,1,1,144,68,0,0,0,0,0.9621,1.1739,0.89769,0,8,2006,1,1
2663,60,1,60.005,13215,1,1.4402,2,1,1,2,1,6,1,1,1,2,8,5,2004,2004,1,1,1,1,2,112,2,1,1,2,1,1,1,994,1,0,426,1420,1,1,1,1,1426,488,0,1914,1,0,2,1,3,1,2,9,1,1,2,3,2004,2,3,746,1,1,1,168,127,0,0,0,0,1.002,2.0846,0.96138,0,2,2006,1,1
2664,120,1,48,5911,1,1.432,1,1,1,1,1,6,1,1,2,1,9,5,2005,2005,2,1,2,2,2,278,3,1,1,3,1,1,1,472,1,0,1088,1560,1,1,1,1,1565,0,0,1565,1,0,2,0,2,1,3,6,1,1,1,1,2005,2,2,556,1,1,1,196,56,0,0,0,0,0.97697,0.81272,0.90346,0,3,2006,1,1
2665,20,1,61,7740,1,1.3236,1,1,1,1,1,6,1,1,2,1,9,5,2006,2006,2,1,2,2,2,518,2,1,1,3,3,1,1,1023,1,0,663,1686,1,1,1,1,1686,0,0,1686,1,0,2,0,1,1,3,6,1,1,1,1,2006,3,3,899,1,1,1,266,100,0,0,0,0,0.96941,1.9889,0.98407,0,6,2006,2,2
2666,120,1,48,6373,1,1.3391,1,1,1,1,1,6,1,1,2,1,9,5,2006,2006,2,1,2,2,2,572,3,1,1,3,3,1,1,415,1,0,1251,1666,1,1,1,1,1666,0,0,1666,1,0,2,0,2,1,2,6,1,1,1,1,2006,2,2,575,1,1,1,228,75,0,0,0,0,0.9801,1.8258,0.94208,0,6,2006,2,2
2667,60,1,65,10237,1,1.0137,1,1,1,1,1,7,4,1,1,2,6,5,2005,2006,1,1,1,1,1,0,2,1,1,2,1,1,2,0,1,0,728,728,1,1,1,1,728,728,0,1456,0,0,2,1,3,1,2,8,1,1,1,1,2005,3,2,390,1,1,1,0,24,0,0,0,0,1.0106,1.5042,1.0174,0,2,2006,2,2
2668,60,1,65,10237,1,0.95888,1,1,1,1,1,7,4,1,1,2,7,5,2006,2006,1,1,1,1,1,0,2,1,1,2,1,1,2,0,1,0,738,738,1,1,1,1,738,754,0,1492,0,0,2,1,3,1,2,8,1,0,0.35994,1,2006,3,2,440,1,1,1,0,32,0,0,0,0,0.99819,1.4629,1.0619,0,9,2006,2,2
2669,20,1,102,11660,1,0.87297,2,1,1,1,1,7,1,1,1,1,6,5,2006,2006,1,1,1,1,1,0,2,1,1,2,1,2,2,0,1,0,1326,1326,1,1,1,1,1326,0,0,1326,0,0,2,0,3,1,2,6,1,0,0.52269,1,2006,3,2,427,1,1,1,100,0,0,0,0,0,0.98866,0.78381,1.0558,0,7,2006,2,2
2670,60,1,96,11631,1,1.0372,2,1,1,2,1,7,1,1,1,2,8,5,2004,2005,1,1,1,1,2,236,2,1,1,2,1,2,2,0,1,0,1052,1052,1,1,1,1,1052,1321,0,2373,0,0,2,1,4,1,2,9,1,1,1,3,2004,3,3,632,1,1,1,120,46,0,0,0,0,1.0048,1.399,1.0321,0,6,2006,2,2
2671,60,1,75,9073,1,1.0222,2,1,1,1,1,7,1,1,1,2,7,5,2006,2006,1,1,1,1,1,0,2,1,1,2,1,1,2,0,1,0,738,738,1,1,1,1,738,754,0,1492,0,0,2,1,3,1,2,8,1,0,0.25,1,2006,3,2,440,1,1,1,100,32,0,0,0,0,1.0014,1.28,1.1458,0,10,2006,2,2
2672,120,1,43,3087,1,1.0689,1,1,1,1,1,24,1,1,2,1,7,5,2006,2006,1,1,1,1,2,14,2,1,1,2,1,2,1,453,1,0,767,1220,1,1,1,1,1364,0,0,1364,1,0,2,0,2,1,2,6,1,1,1,1,2006,3,2,437,1,1,1,100,16,0,0,0,0,0.99998,1.228,1.0414,0,11,2006,2,2
2673,120,1,60.028,2938,1,1.0839,1,1,1,1,1,24,1,1,2,1,7,5,2002,2002,1,1,1,1,2,40,2,1,1,2,1,2,1,1038,1,0,330,1368,1,1,1,1,1511,0,0,1511,1,0,2,0,2,1,2,5,1,1,2,1,2002,3,2,398,1,1,1,130,30,0,0,0,0,0.98374,1.1712,0.91296,0,5,2006,1,1
2674,120,2,60.017,3072,1,1.2656,1,1,1,1,1,24,1,1,2,1,7,5,2004,2004,2,1,1,1,2,18,2,1,1,2,1,1,1,1059,1,0,306,1365,1,1,1,1,1548,0,0,1548,1,0,2,0,2,1,2,7,1,1,2,1,2004,3,2,388,1,1,1,143,20,0,0,0,0,0.99339,0.25691,0.96932,0,9,2006,1,1
2675,120,1,43,3010,1,1.0759,1,1,1,1,1,24,1,1,2,1,7,5,2005,2006,1,1,1,1,2,14,2,1,1,2,1,3,1,16,1,0,1126,1142,1,1,1,1,1142,0,0,1142,0,0,2,0,2,1,2,6,1,0,0.73909,1,2005,3,2,440,1,1,1,90,0,0,0,0,0,1.0117,0.63566,1.0165,0,6,2006,2,2
2676,60,1,59,9171,1,1.145,2,1,1,1,1,7,1,1,1,2,7,5,2004,2005,1,1,1,1,1,0,2,1,1,2,1,2,2,0,1,0,848,848,1,1,1,1,848,750,0,1598,0,0,2,1,3,1,2,7,1,1,1,1,2004,3,2,433,1,1,1,100,48,0,0,0,0,1.0001,1.6219,1.0275,0,7,2006,1,1
2677,60,1,59.967,8658,1,0.99798,2,1,1,1,1,7,1,1,1,2,6,5,2000,2000,1,1,1,1,1,0,1,1,1,2,1,1,3,732,1,0,250,982,1,1,1,1,1008,881,0,1889,0,0,2,1,3,1,1,9,1,1,2,1,2000,3,2,431,1,1,1,0,0,0,0,0,0,0.99985,2.4591,1.0245,0,4,2006,1,1
2678,60,1,60.027,12104,1,0.74673,2,1,1,5,1,7,1,1,1,2,7,5,2006,2006,1,1,1,1,1,0,2,1,1,2,1,1,2,0,1,0,1035,1035,1,3,1,1,1082,1240,0,2322,0,0,3,1,4,1,2,8,1,0,1.0318,1,2006,2,3,617,1,1,1,400,45,0,0,0,0,1.0034,0.65657,0.85466,0,8,2006,2,2
2679,60,1,84,9660,1,1.1406,2,1,1,1,1,16,1,1,1,2,8,5,1998,1998,1,1,1,1,2,242,2,1,1,2,1,1,1,791,1,0,253,1044,1,1,1,1,1079,897,0,1976,1,0,2,1,3,1,2,7,1,1,5,1,1998,3,3,885,1,1,1,210,31,0,0,0,0,0.99929,0.9486,0.95962,0,2,2006,1,1
2680,60,1,83,9545,1,1.0422,1,1,1,2,1,16,1,1,1,2,8,5,2000,2000,1,1,1,1,2,322,2,1,1,2,1,4,1,505,1,0,655,1160,1,1,1,1,1205,1029,0,2234,1,0,2,1,3,1,2,7,1,1,2,3,2000,2,3,768,1,1,1,0,50,0,0,0,0,0.98843,1.7566,0.83588,0,6,2006,1,1
2681,60,1,59.98,9233,1,1.1073,2,1,1,1,1,16,1,1,1,2,9,5,2000,2000,1,1,1,1,2,877,2,1,1,3,1,2,1,1182,1,0,358,1540,1,1,1,1,1540,1315,0,2855,1,0,2,1,4,1,3,9,1,1,2,1,2000,2,3,774,1,1,1,247,55,0,0,0,0,0.96764,1.5381,0.78574,0,3,2006,1,1
2682,60,1,83,10019,1,1.1085,2,1,1,1,1,16,1,1,1,2,8,5,1995,1995,2,1,1,1,2,397,2,1,1,2,1,1,3,527,1,0,815,1342,1,1,1,1,1358,1368,0,2726,0,0,2,1,4,1,2,9,1,1,5,1,1995,2,3,725,1,1,1,307,169,168,0,0,0,0.97218,0.10819,0.96435,0,6,2006,1,1
2683,60,1,114,17242,1,0.98946,2,1,1,1,1,16,1,1,1,2,9,5,1993,1994,2,1,2,2,2,738,2,2,1,3,1,3,4,292,6,1393,48,1733,1,1,1,1,1933,1567,0,3500,1,0,3,1,4,1,3,11,1,1,2,1,1993,2,3,959,1,1,1,870,86,0,0,210,0,0.98159,0.80108,0.87225,0,5,2006,1,1
2684,60,1,59.989,10236,1,1.0962,2,1,1,1,1,16,1,1,1,2,8,5,1994,1995,1,1,1,1,2,501,2,1,1,2,1,3,1,380,4,168,742,1290,1,1,1,1,1305,1189,0,2494,1,0,2,1,4,1,2,9,1,1,2,1,1994,3,3,803,1,1,1,200,95,0,0,0,0,1.0109,2,0.84062,0,6,2006,1,1
2685,60,1,60.016,12585,1,1.4553,2,1,1,1,1,16,1,1,1,2,8,5,1993,1993,1,1,3,12,2,420,2,1,1,2,1,1,6,247,6,1039,0,1286,1,1,1,1,1565,1234,0,2799,1,0,2,1,3,1,2,8,1,1,2,1,1993,3,3,704,1,1,1,432,136,0,0,0,0,0.96889,1.8499,0.93617,0,10,2006,1,1
2686,60,1,75,12447,1,1.288,2,1,1,1,1,4,4,1,1,2,8,5,2005,2006,1,1,6,6,3,192,2,1,1,2,3,1,2,0,1,0,1100,1100,1,1,1,1,1116,848,0,1964,0,0,2,1,3,1,2,8,1,1,1,3,2005,3,2,760,1,1,1,200,70,0,0,0,0,1.0191,1.6694,1.0929,0,1,2006,2,2
2687,20,1,49,15218,1,1.2348,2,1,1,3,1,4,4,1,1,1,8,5,2006,2006,1,1,1,1,1.1144,-0.0060933,2,1,1,3,3,1,1,1562,1,0,108,1670,1,1,1,1,1670,0,0,1670,1,0,2,1,2,1,2,6,1,1,1,1,2006,2,3,928,1,1,1,0,240,200,0,0,0,0.94593,2.4881,1.0922,0,9,2006,2,2
2688,20,1,85,10936,1,0.96623,1,1,1,2,1,4,2,1,1,1,8,5,2006,2006,1,1,1,1,2,60,2,1,1,2,1,1,2,0,1,0,1504,1504,1,1,1,1,1504,0,0,1504,0,0,2,0,3,1,2,7,1,0,-0.58445,1,2006,3,2,510,1,1,1,144,0,0,0,0,0,0.99194,1.3039,1.086,0,9,2006,2,2
2689,20,3,72,8640,1,1.7213,1,1,1,1,1,4,1,1,1,1,8,5,2006,2006,1,1,1,1,1,0,2,1,1,2,1,1,1,24,1,0,1254,1278,1,1,1,1,1278,0,0,1278,0,0,2,0,2,1,2,5,1,0,-0.60685,1,2006,2,2,584,1,1,1,0,60,0,0,0,0,0.97682,0.77233,1.1601,0,10,2006,2,2
2690,60,3,100,13162,1,1.5554,1,1,1,2,1,4,2,1,1,2,9,5,2006,2006,1,1,1,1,1,0,2,1,1,3,1,1,1,1836,1,0,200,2036,1,1,1,1,2036,604,0,2640,1,0,3,1,3,1,3,11,1,1,1,1,2006,2,3,792,1,1,1,0,265,0,0,0,0,0.97952,1.2655,1.0316,0,11,2006,2,2
2691,60,3,65,8125,1,1.6905,1,1,1,1,1,4,1,1,1,2,6,5,2005,2005,1,1,1,1,1,0,2,1,1,2,1,1,2,0,1,0,858,858,1,1,1,1,858,858,0,1716,0,0,2,1,3,1,2,7,1,0,1.1649,1,2005,2,2,615,1,1,1,0,53,0,0,0,0,0.99415,0.12275,1.0404,0,2,2006,1,1
2692,20,1,74,7733,1,1.0597,2,1,1,1,1,9,1,1,1,1,6,5,2005,2005,1,1,1,1,1,0,1,1,1,1,1,4,1,24,1,0,1118,1142,1,1,1,1,1142,0,0,1142,0,0,1,1,3,1,2,5,1,0,1.5941,0.012463,2005,0.27907,0,0,0.89207,0.85323,1,4,50,0,0,0,0,0.99587,0.78187,0.8649,0,1,2006,1,1
2693,20,1,91,11024,1,1.0245,2,1,1,2,1,9,1,1,1,1,7,5,2005,2006,1,1,1,1,2,118,2,1,1,2,1,2,2,0,1,0,1400,1400,1,1,1,1,1400,0,0,1400,0,0,2,0,3,1,2,6,1,0,0.024544,1,2005,2,2,612,1,1,1,144,55,0,0,0,0,1.0018,0.67216,1.1162,0,10,2006,2,2
2694,20,1,63,13072,1,0.95723,1,1,1,1,1,9,6,1,1,1,6,5,2005,2006,1,1,1,1,1,0,1,1,1,2,1,1,2,0,1,0,1131,1131,1,1,1,1,1131,0,0,1131,0,0,1,1,3,1,2,6,1,0,1.4638,0.28179,2005,0.20555,0,0,0.86862,0.76958,1,0,39,0,0,0,0,0.99258,1.3088,0.91691,0,3,2006,2,2
2695,60,1,65,7800,1,1.2362,1,1,1,1,1,9,1,1,1,2,7,5,2005,2005,1,1,1,1,2,172,2,1,1,2,1,1,2,0,1,0,891,891,1,1,1,1,891,795,0,1686,0,0,2,1,3,1,2,8,1,0,0.48082,1,2005,3,2,462,1,1,1,144,101,0,0,0,0,1.0031,1.2855,1.036,0,4,2006,1,1
2696,60,1,74,7632,1,1.28,2,1,1,1,1,9,1,1,1,2,7,5,2005,2005,1,1,1,1,2,96,2,1,1,2,1,1,2,0,1,0,784,784,1,1,1,1,831,754,0,1585,0,0,2,1,3,1,2,7,1,0,0.30114,1,2005,2,2,449,1,1,1,100,77,0,0,0,0,1.0028,1.0257,1.0794,0,3,2006,1,1
2697,60,1,70,8304,1,1.2574,2,1,1,1,1,9,1,1,1,2,6,5,1997,1998,1,1,1,1,1,0,1,1,1,2,1,1,2,0,1,0,941,941,1,1,1,1,941,896,0,1837,0,0,2,1,3,1,1,7,1,0,0.71207,1,1997,2,2,688,1,1,1,150,165,0,0,0,0,0.99859,2,1.0737,0,7,2006,1,1
2698,60,1,70,9370,1,0.97252,3,1,1,1,1,9,1,1,1,2,6,5,1992,1993,1,1,3,3,1,0,2,1,1,2,1,1,3,758,1,0,78,836,1,1,1,1,844,887,0,1731,1,0,2,1,3,1,2,7,1,0,-0.46973,1,1992,2,2,462,1,1,1,307,85,0,0,224,0,0.99394,1.0716,3,3000,10,2006,1,4
2699,120,1,50,7175,1,1.0555,1,1,1,1,1,9,1,1,2,1,6,5,1990,1991,1,1,5,5,1,0,2,1,1,2,1,1,1,904,1,0,494,1398,1,3,1,1,1398,0,0,1398,1,0,2,0,2,1,2,5,1,0,0.68389,1,1990,2,2,542,1,1,1,0,46,0,0,0,0,0.97233,1,0.83413,0,7,2006,1,1
